6.0,3.0,1.5,1.0
8.0,4.0,2.0,1.3333333333333335
10.0,5.0,2.5,1.6666666666666667
12.0,6.0,3.0,2.0
14.0,7.0,3.5,2.3333333333333335
16.0,8.0,4.0,2.666666666666667
18.0,9.0,4.5,3.0
20.0,10.0,5.0,3.3333333333333335
22.0,11.0,5.5,3.666666666666667
24.0,12.0,6.0,4.0
26.0,13.0,6.5,4.333333333333334
28.0,14.0,7.0,4.666666666666667
30.0,15.0,7.5,5.0
32.0,16.0,8.0,5.333333333333334
34.0,17.0,8.5,5.666666666666667
36.0,18.0,9.0,6.0
38.0,19.0,9.5,6.333333333333334
40.0,20.0,10.0,6.666666666666667
42.0,21.0,10.5,7.0
44.0,22.0,11.0,7.333333333333334
46.0,23.0,11.5,7.666666666666667
48.0,24.0,12.0,8.0
50.0,25.0,12.5,8.333333333333334
52.0,26.0,13.0,8.666666666666668
54.0,27.0,13.5,9.0
56.0,28.0,14.0,9.333333333333334
58.0,29.0,14.5,9.666666666666668
60.0,30.0,15.0,10.0
62.0,31.0,15.5,10.333333333333334
64.0,32.0,16.0,10.666666666666668
66.0,33.0,16.5,11.0
68.0,34.0,17.0,11.333333333333334
70.0,35.0,17.5,11.666666666666668
72.0,36.0,18.0,12.0
74.0,37.0,18.5,12.333333333333334
76.0,38.0,19.0,12.666666666666668
78.0,39.0,19.5,13.0
80.0,40.0,20.0,13.333333333333334
82.0,41.0,20.5,13.666666666666668
84.0,42.0,21.0,14.0
86.0,43.0,21.5,14.333333333333334
88.0,44.0,22.0,14.666666666666668
90.0,45.0,22.5,15.0
92.0,46.0,23.0,15.333333333333334
94.0,47.0,23.5,15.666666666666668
96.0,48.0,24.0,16.0
98.0,49.0,24.5,16.333333333333336
100.0,50.0,25.0,16.666666666666668
102.0,51.0,25.5,17.0
104.0,52.0,26.0,17.333333333333336
106.0,53.0,26.5,17.666666666666668
108.0,54.0,27.0,18.0
110.0,55.0,27.5,18.333333333333336
112.0,56.0,28.0,18.666666666666668
114.0,57.0,28.5,19.0
116.0,58.0,29.0,19.333333333333336
118.0,59.0,29.5,19.666666666666668
120.0,60.0,30.0,20.0
122.0,61.0,30.5,20.333333333333336
124.0,62.0,31.0,20.666666666666668
126.0,63.0,31.5,21.0
128.0,64.0,32.0,21.333333333333336
130.0,65.0,32.5,21.666666666666668
132.0,66.0,33.0,22.0
134.0,67.0,33.5,22.333333333333336
136.0,68.0,34.0,22.666666666666668
138.0,69.0,34.5,23.0
140.0,70.0,35.0,23.333333333333336
142.0,71.0,35.5,23.666666666666668
144.0,72.0,36.0,24.0
146.0,73.0,36.5,24.333333333333336
148.0,74.0,37.0,24.666666666666668
150.0,75.0,37.5,25.0
152.0,76.0,38.0,25.333333333333336
154.0,77.0,38.5,25.666666666666668
156.0,78.0,39.0,26.0
158.0,79.0,39.5,26.333333333333336
160.0,80.0,40.0,26.666666666666668
162.0,81.0,40.5,27.0
164.0,82.0,41.0,27.333333333333336
166.0,83.0,41.5,27.666666666666668
168.0,84.0,42.0,28.0
170.0,85.0,42.5,28.333333333333336
172.0,86.0,43.0,28.666666666666668
174.0,87.0,43.5,29.0
176.0,88.0,44.0,29.333333333333336
178.0,89.0,44.5,29.666666666666668
180.0,90.0,45.0,30.0
182.0,91.0,45.5,30.333333333333336
184.0,92.0,46.0,30.666666666666668
186.0,93.0,46.5,31.0
188.0,94.0,47.0,31.333333333333336
190.0,95.0,47.5,31.666666666666668
192.0,96.0,48.0,32.0
194.0,97.0,48.5,32.333333333333336
196.0,98.0,49.0,32.66666666666667
198.0,99.0,49.5,33.0
200.0,100.0,50.0,33.333333333333336
